      0.04684583        3.03519062
      0.61910238        2.79081134
      1.19399046        3.04496579
      1.76698020        2.96676442
      2.34428249        3.01075269
      2.92600308        2.84457478
      3.51320494        2.83968719
      4.09327039        3.05474096
      4.69884743        2.87878788
      5.27476679        3.08406647
      5.85889578        2.82991202
      6.43539839        3.09872923
      7.02191303        3.09872923
      7.59933313        2.77126100
      8.18950477        3.03519062
      8.78812658        2.82013685
      9.36641998        2.94721408
      9.94769254        3.02541544
     10.52853893        3.09384164
     11.10236003        2.90811339
     11.68407839        2.80547410
     12.26035832        2.99120235
     12.85939781        2.76148583
     13.43987650        2.92766373
     14.02291397        2.97653959
     14.59666188        2.83968719
     15.17367277        2.96187683
     15.75965592        2.83479961
     16.34181339        3.01075269
     16.93030313        2.82991202
     17.51319958        2.77614858
     18.08558823        2.91300098
     18.66840793        2.87878788
     19.24862065        2.98631476
     19.81788421        3.11339198
     20.40049953        2.90811339
     20.98803072        2.86901271
     21.55658520        3.10850440
     22.13891224        2.90322581
     22.72562992        2.91788856
     23.30113026        3.10361681
     23.88700230        2.80058651
     24.47380120        2.90322581
     25.05402418        2.91300098
     25.63817058        3.08406647
     26.20922494        2.82013685
     26.77852643        2.93743891
     27.34792253        3.11339198
     27.91902063        2.96676442
     28.49385427        3.07917889
     29.06304956        2.97653959
     29.64154912        2.92277615
     30.22459820        2.90322581
     30.80206470        2.92277615
     31.40373840        3.05474096
     31.98189748        2.89345064
     32.56601755        2.99608993
     33.13888056        2.81036168
     33.70467410        2.94232649
     34.27373730        2.85434995
     34.85388620        3.03030303
     35.43417076        3.13294233
     36.03108790        2.95698925
     36.62088247        3.07429130
     37.19782864        3.02541544
     37.77639247        2.88856305
     38.35626381        3.07917889
     38.93675677        2.79081134
     39.51452450        3.04496579
     40.10503931        3.00097752
     40.68699016        3.09872923
     41.28324150        2.88856305
     41.86309364        2.93255132
     42.43481291        3.01564027
     43.00903698        2.92277615
     43.59344711        3.04985337
     44.17914868        3.03030303
     44.76049353        3.05962854
     45.34297007        2.23851417
     45.91695851        3.01075269
     46.49048464        2.80058651
     47.09805284        3.07429130
     47.68237149        2.93255132
     48.25842160        2.84457478
     48.84151128        2.80547410
     49.43365088        3.04007820
