# 2016-06-15 14:21:26.318978

# Simulation of heat flow through 1-dimensional rod
# 
# Dimensions
#   dim x =                  11
#   min x =                  0.0
#   max x =                  1.0
# 
# Thermodynamical parameters
#   initial temp =           300.0
#    power =                     1000.0
#    mass density =              8730
#    perimeter =                 0.0698061887627652
#    emissivity =                0.01
#    u amb =                     300.0
#    specific heat =             380.0
#    area =                      0.0003877733785771607
#    thermal conductivity =      125.0
#    convection coeff =          0.05
#    stop time =                 900.0
# 
#  Boundary conditions:
#    method =                    Simple heat-diffusion BC
#    x0 order =                  None
#    x1 order =                  None
# 
#  Finite differencing
#    time step =                 0.5
#    method =                    Modified implicit for simple convection-diffusion equation
# 
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999975
      10      299.98779522
Step= 243
       0      309.42806245
       1      300.00021667
       2      300.00000000
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999968
      10      299.98627013
Step= 270
       0      310.47522483
       1      300.00026737
       2      300.00000000
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999961
      10      299.98474515
Step= 297
       0      311.52230531
       1      300.00032339
       2      300.00000001
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999953
      10      299.98322028
Step= 324
       0      312.56930337
       1      300.00038473
       2      300.00000001
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999944
      10      299.98169552
Step= 351
       0      313.61621849
       1      300.00045139
       2      300.00000001
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999934
      10      299.98017087
Step= 378
       0      314.66305012
       1      300.00052337
       2      300.00000001
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999924
      10      299.97864634
Step= 405
       0      315.70979775
       1      300.00060067
       2      300.00000002
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999913
      10      299.97712191
Step= 432
       0      316.75646084
       1      300.00068328
       2      300.00000002
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999900
      10      299.97559760
Step= 459
       0      317.80303884
       1      300.00077121
       2      300.00000002
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999888
      10      299.97407340
Step= 486
       0      318.84953122
       1      300.00086446
       2      300.00000003
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999874
      10      299.97254932
Step= 513
       0      319.89593743
       1      300.00096302
       2      300.00000003
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999860
      10      299.97102534
Step= 540
       0      320.94225691
       1      300.00106689
       2      300.00000004
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999845
      10      299.96950148
Step= 567
       0      321.98848912
       1      300.00117608
       2      300.00000004
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999829
      10      299.96797773
Step= 594
       0      323.03463350
       1      300.00129058
       2      300.00000005
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999812
      10      299.96645409
Step= 621
       0      324.08068949
       1      300.00141038
       2      300.00000006
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999795
      10      299.96493056
Step= 648
       0      325.12665653
       1      300.00153550
       2      300.00000006
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999776
      10      299.96340714
Step= 675
       0      326.17253405
       1      300.00166593
       2      300.00000007
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999757
      10      299.96188384
Step= 702
       0      327.21832148
       1      300.00180166
       2      300.00000008
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999738
      10      299.96036064
Step= 729
       0      328.26401824
       1      300.00194270
       2      300.00000009
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999717
      10      299.95883756
Step= 756
       0      329.30962376
       1      300.00208905
       2      300.00000010
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999696
      10      299.95731459
Step= 783
       0      330.35513745
       1      300.00224070
       2      300.00000011
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999674
      10      299.95579173
Step= 810
       0      331.40055874
       1      300.00239766
       2      300.00000012
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999651
      10      299.95426899
Step= 837
       0      332.44588704
       1      300.00255992
       2      300.00000013
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999627
      10      299.95274635
Step= 864
       0      333.49112174
       1      300.00272748
       2      300.00000015
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999603
      10      299.95122383
Step= 891
       0      334.53626227
       1      300.00290034
       2      300.00000016
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999578
      10      299.94970142
Step= 918
       0      335.58130801
       1      300.00307850
       2      300.00000018
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999552
      10      299.94817912
Step= 945
       0      336.62625837
       1      300.00326196
       2      300.00000019
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999525
      10      299.94665693
Step= 972
       0      337.67111274
       1      300.00345072
       2      300.00000021
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999497
      10      299.94513485
Step= 999
       0      338.71587051
       1      300.00364478
       2      300.00000023
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999469
      10      299.94361289
Step= 1026
       0      339.76053106
       1      300.00384413
       2      300.00000025
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999440
      10      299.94209103
Step= 1053
       0      340.80509379
       1      300.00404878
       2      300.00000027
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999410
      10      299.94056929
Step= 1080
       0      341.84955807
       1      300.00425872
       2      300.00000029
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999380
      10      299.93904766
Step= 1107
       0      342.89392327
       1      300.00447396
       2      300.00000031
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999348
      10      299.93752614
Step= 1134
       0      343.93818878
       1      300.00469449
       2      300.00000033
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999316
      10      299.93600474
Step= 1161
       0      344.98235395
       1      300.00492030
       2      300.00000036
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999283
      10      299.93448344
Step= 1188
       0      346.02641815
       1      300.00515141
       2      300.00000038
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999250
      10      299.93296226
Step= 1215
       0      347.07038074
       1      300.00538781
       2      300.00000041
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999215
      10      299.93144118
Step= 1242
       0      348.11424109
       1      300.00562950
       2      300.00000044
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999180
      10      299.92992022
Step= 1269
       0      349.15799854
       1      300.00587647
       2      300.00000047
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999144
      10      299.92839937
Step= 1296
       0      350.20165245
       1      300.00612873
       2      300.00000050
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999107
      10      299.92687863
Step= 1323
       0      351.24520216
       1      300.00638628
       2      300.00000053
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999070
      10      299.92535801
Step= 1350
       0      352.28864702
       1      300.00664911
       2      300.00000056
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99999032
      10      299.92383749
Step= 1377
       0      353.33198635
       1      300.00691722
       2      300.00000060
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99998993
      10      299.92231709
Step= 1404
       0      354.37521951
       1      300.00719062
       2      300.00000063
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99998953
      10      299.92079680
Step= 1431
       0      355.41834582
       1      300.00746929
       2      300.00000067
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99998912
      10      299.91927662
Step= 1458
       0      356.46136461
       1      300.00775325
       2      300.00000071
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99998871
      10      299.91775655
Step= 1485
       0      357.50427520
       1      300.00804248
       2      300.00000075
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99998829
      10      299.91623659
Step= 1512
       0      358.54707692
       1      300.00833700
       2      300.00000079
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99998786
      10      299.91471675
Step= 1539
       0      359.58976907
       1      300.00863679
       2      300.00000084
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99998742
      10      299.91319701
Step= 1566
       0      360.63235098
       1      300.00894185
       2      300.00000088
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99998698
      10      299.91167739
Step= 1593
       0      361.67482196
       1      300.00925220
       2      300.00000093
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99998652
      10      299.91015788
Step= 1620
       0      362.71718130
       1      300.00956781
       2      300.00000097
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99998606
      10      299.90863847
Step= 1647
       0      363.75942831
       1      300.00988870
       2      300.00000102
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99998560
      10      299.90711919
Step= 1674
       0      364.80156229
       1      300.01021486
       2      300.00000107
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99998512
      10      299.90560001
Step= 1701
       0      365.84358253
       1      300.01054629
       2      300.00000113
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99998464
      10      299.90408094
Step= 1728
       0      366.88548832
       1      300.01088299
       2      300.00000118
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99998415
      10      299.90256199
Step= 1755
       0      367.92727896
       1      300.01122496
       2      300.00000124
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99998365
      10      299.90104314
Step= 1782
       0      368.96895371
       1      300.01157220
       2      300.00000130
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99998314
      10      299.89952441
Step= 1809
       0      369.66070447
       1      300.01192437
       2      300.00000136
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99998263
      10      299.89800579
Step= 1836
       0      369.65280203
       1      300.01227759
       2      300.00000142
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99998211
      10      299.89648728
Step= 1863
       0      369.64490049
       1      300.01263074
       2      300.00000148
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99998158
      10      299.89496888
Step= 1890
       0      369.63699983
       1      300.01298381
       2      300.00000155
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99998104
      10      299.89345059
Step= 1917
       0      369.62910006
       1      300.01333682
       2      300.00000161
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99998050
      10      299.89193242
Step= 1944
       0      369.62120118
       1      300.01368975
       2      300.00000168
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99997995
      10      299.89041435
Step= 1971
       0      369.61330320
       1      300.01404261
       2      300.00000175
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99997939
      10      299.88889640
Step= 1998
       0      369.60540610
       1      300.01439539
       2      300.00000182
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99997882
      10      299.88737856
Step= 2025
       0      369.59750989
       1      300.01474811
       2      300.00000190
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99997825
      10      299.88586083
Step= 2052
       0      369.58961457
       1      300.01510075
       2      300.00000197
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99997766
      10      299.88434321
Step= 2079
       0      369.58172014
       1      300.01545331
       2      300.00000205
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99997707
      10      299.88282570
Step= 2106
       0      369.57382659
       1      300.01580581
       2      300.00000213
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99997648
      10      299.88130830
Step= 2133
       0      369.56593394
       1      300.01615823
       2      300.00000221
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99997587
      10      299.87979102
Step= 2160
       0      369.55804218
       1      300.01651058
       2      300.00000229
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99997526
      10      299.87827384
Step= 2187
       0      369.55015130
       1      300.01686286
       2      300.00000238
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99997464
      10      299.87675678
Step= 2214
       0      369.54226131
       1      300.01721507
       2      300.00000247
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99997401
      10      299.87523983
Step= 2241
       0      369.53437221
       1      300.01756720
       2      300.00000255
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99997337
      10      299.87372299
Step= 2268
       0      369.52648400
       1      300.01791926
       2      300.00000264
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99997273
      10      299.87220626
Step= 2295
       0      369.51859667
       1      300.01827125
       2      300.00000274
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99997208
      10      299.87068964
Step= 2322
       0      369.51071024
       1      300.01862317
       2      300.00000283
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99997142
      10      299.86917313
Step= 2349
       0      369.50282469
       1      300.01897501
       2      300.00000292
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99997075
      10      299.86765674
Step= 2376
       0      369.49494003
       1      300.01932678
       2      300.00000302
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99997008
      10      299.86614045
Step= 2403
       0      369.48705625
       1      300.01967848
       2      300.00000312
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99996939
      10      299.86462428
Step= 2430
       0      369.47917337
       1      300.02003011
       2      300.00000322
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99996870
      10      299.86310822
Step= 2457
       0      369.47129137
       1      300.02038167
       2      300.00000332
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      300.00000000
       9      299.99996801
      10      299.86159226
Step= 2484
       0      369.46341025
       1      300.02073315
       2      300.00000343
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99996730
      10      299.86007642
Step= 2511
       0      369.45553003
       1      300.02108456
       2      300.00000353
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99996659
      10      299.85856069
Step= 2538
       0      369.44765069
       1      300.02143590
       2      300.00000364
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99996587
      10      299.85704508
Step= 2565
       0      369.43977223
       1      300.02178716
       2      300.00000375
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99996514
      10      299.85552957
Step= 2592
       0      369.43189467
       1      300.02213835
       2      300.00000386
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99996440
      10      299.85401417
Step= 2619
       0      369.42401798
       1      300.02248948
       2      300.00000398
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99996366
      10      299.85249889
Step= 2646
       0      369.41614219
       1      300.02284052
       2      300.00000409
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99996291
      10      299.85098371
Step= 2673
       0      369.40826728
       1      300.02319150
       2      300.00000421
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99996215
      10      299.84946865
Step= 2700
       0      369.40039326
       1      300.02354241
       2      300.00000433
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99996139
      10      299.84795370
Step= 2727
       0      369.39252012
       1      300.02389324
       2      300.00000445
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99996061
      10      299.84643886
Step= 2754
       0      369.38464787
       1      300.02424400
       2      300.00000457
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99995983
      10      299.84492413
Step= 2781
       0      369.37677650
       1      300.02459468
       2      300.00000469
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99995904
      10      299.84340951
Step= 2808
       0      369.36890602
       1      300.02494530
       2      300.00000482
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99995824
      10      299.84189500
Step= 2835
       0      369.36103642
       1      300.02529584
       2      300.00000495
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99995744
      10      299.84038060
Step= 2862
       0      369.35316771
       1      300.02564631
       2      300.00000507
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99995663
      10      299.83886632
Step= 2889
       0      369.34529988
       1      300.02599671
       2      300.00000521
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99995581
      10      299.83735214
Step= 2916
       0      369.33743294
       1      300.02634704
       2      300.00000534
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99995498
      10      299.83583808
Step= 2943
       0      369.32956688
       1      300.02669730
       2      300.00000547
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99995415
      10      299.83432412
Step= 2970
       0      369.32170171
       1      300.02704748
       2      300.00000561
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99995330
      10      299.83281028
Step= 2997
       0      369.31383742
       1      300.02739759
       2      300.00000575
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99995245
      10      299.83129655
Step= 3024
       0      369.30597401
       1      300.02774763
       2      300.00000589
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99995160
      10      299.82978293
Step= 3051
       0      369.29811149
       1      300.02809759
       2      300.00000603
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99995073
      10      299.82826942
Step= 3078
       0      369.29024985
       1      300.02844749
       2      300.00000617
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99994986
      10      299.82675602
Step= 3105
       0      369.28238910
       1      300.02879731
       2      300.00000632
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99994898
      10      299.82524274
Step= 3132
       0      369.27452922
       1      300.02914706
       2      300.00000646
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99994809
      10      299.82372956
Step= 3159
       0      369.26667024
       1      300.02949674
       2      300.00000661
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99994719
      10      299.82221649
Step= 3186
       0      369.25881213
       1      300.02984634
       2      300.00000676
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99994629
      10      299.82070354
Step= 3213
       0      369.25095491
       1      300.03019588
       2      300.00000691
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99994538
      10      299.81919069
Step= 3240
       0      369.24309857
       1      300.03054534
       2      300.00000707
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99994446
      10      299.81767796
Step= 3267
       0      369.23524312
       1      300.03089473
       2      300.00000722
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99994353
      10      299.81616534
Step= 3294
       0      369.22738854
       1      300.03124405
       2      300.00000738
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99994260
      10      299.81465283
Step= 3321
       0      369.21953485
       1      300.03159329
       2      300.00000754
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99994166
      10      299.81314043
Step= 3348
       0      369.21168204
       1      300.03194247
       2      300.00000770
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99994071
      10      299.81162814
Step= 3375
       0      369.20383012
       1      300.03229157
       2      300.00000786
       3      300.00000000
       4      300.00000000
       5      300.00000000
       6      300.00000000
       7      300.00000000
       8      299.99999999
       9      299.99993975
